iterations,f=3,f=4,f=5,f=6,f=7,f=8,f=9,f=10
7831,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7832,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7833,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7834,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7835,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7836,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7837,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7838,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7839,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7840,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7841,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7842,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7843,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7844,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7845,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7846,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7847,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7848,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7849,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7850,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7851,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7852,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7853,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7854,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7855,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7856,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7857,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7858,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7859,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7860,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7861,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7862,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7863,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7864,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7865,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7866,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7867,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7868,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7869,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7870,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7871,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7872,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7873,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7874,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7875,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7876,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7877,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7878,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7879,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7880,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7881,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7882,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7883,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7884,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7885,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7886,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7887,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7888,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7889,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7890,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7891,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7892,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7893,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7894,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7895,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7896,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7897,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7898,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7899,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7900,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7901,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7902,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7903,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7904,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7905,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7906,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7907,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7908,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7909,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7910,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7911,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7912,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7913,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7914,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7915,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7916,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7917,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7918,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7919,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7920,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7921,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7922,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7923,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7924,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7925,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7926,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7927,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7928,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7929,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7930,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7931,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7932,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7933,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7934,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7935,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7936,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7937,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7938,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7939,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7940,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7941,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7942,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7943,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7944,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7945,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7946,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7947,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7948,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7949,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7950,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7951,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7952,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7953,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7954,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7955,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7956,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7957,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7958,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7959,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7960,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7961,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7962,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7963,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7964,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7965,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7966,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7967,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7968,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7969,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7970,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7971,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7972,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7973,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7974,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7975,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7976,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7977,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7978,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7979,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7980,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7981,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7982,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7983,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7984,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7985,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7986,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7987,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7988,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7989,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7990,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7991,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7992,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7993,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7994,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7995,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7996,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7997,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7998,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
7999,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8000,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8001,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8002,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8003,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8004,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8005,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8006,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8007,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8008,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8009,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8010,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8011,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8012,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8013,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8014,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8015,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8016,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8017,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8018,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8019,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8020,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8021,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8022,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8023,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8024,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8025,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8026,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8027,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8028,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8029,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8030,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8031,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8032,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8033,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8034,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8035,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8036,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8037,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8038,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8039,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8040,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8041,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8042,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8043,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8044,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8045,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8046,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8047,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8048,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8049,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8050,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8051,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8052,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8053,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8054,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8055,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8056,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8057,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8058,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8059,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8060,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8061,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8062,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8063,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8064,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8065,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8066,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8067,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8068,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8069,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8070,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8071,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8072,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8073,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8074,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8075,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8076,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8077,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8078,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8079,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8080,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8081,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8082,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8083,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8084,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8085,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8086,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8087,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8088,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8089,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8090,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8091,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8092,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8093,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8094,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8095,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8096,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8097,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8098,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8099,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8100,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8101,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8102,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8103,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8104,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8105,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8106,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8107,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8108,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8109,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8110,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8111,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8112,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8113,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8114,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8115,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8116,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8117,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8118,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8119,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8120,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8121,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8122,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8123,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8124,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8125,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8126,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8127,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8128,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8129,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8130,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8131,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8132,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8133,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8134,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8135,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8136,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8137,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8138,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8139,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8140,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8141,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8142,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8143,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8144,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8145,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8146,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8147,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8148,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8149,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8150,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8151,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8152,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8153,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8154,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8155,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8156,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8157,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8158,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8159,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8160,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8161,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8162,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8163,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8164,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8165,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8166,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8167,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8168,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8169,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8170,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8171,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8172,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8173,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8174,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8175,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8176,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8177,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8178,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8179,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8180,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8181,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8182,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8183,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8184,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8185,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8186,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8187,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8188,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8189,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8190,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8191,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8192,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8193,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8194,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8195,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8196,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8197,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8198,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8199,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8200,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8201,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8202,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8203,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8204,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8205,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8206,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8207,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8208,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8209,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8210,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8211,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8212,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8213,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8214,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8215,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8216,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8217,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8218,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8219,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8220,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8221,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8222,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8223,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8224,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8225,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8226,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8227,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
8228,95.0,99.0,99.0,100.0,100.0,100.0,100.0,100.0
