iterations,f=3,f=4,f=5,f=6,f=7,f=8,f=9,f=10
405,3.74,5.65,8.09,10.27,15.39,19.03,23.84,34.35
406,3.74,5.65,8.14,10.27,15.39,19.07,23.93,34.44
407,3.74,5.65,8.14,10.27,15.49,19.16,23.93,34.76
408,3.74,5.65,8.14,10.27,15.55,19.39,24.1,34.86
409,3.74,5.65,8.14,10.32,15.55,19.45,24.24,35.06
410,3.74,5.65,8.14,10.32,15.73,19.45,24.42,35.06
411,3.74,5.65,8.17,10.32,15.73,19.5,24.48,35.37
412,3.74,5.65,8.17,10.32,15.73,19.64,24.63,35.37
413,3.74,5.65,8.17,10.32,15.78,19.64,24.63,35.5
414,3.74,5.65,8.17,10.32,15.78,19.72,24.71,35.59
415,3.74,5.65,8.17,10.32,15.89,19.78,24.87,35.71
416,3.74,5.65,8.17,10.32,15.99,19.9,25.03,35.71
417,3.74,5.69,8.17,10.32,16.1,19.9,25.03,35.71
418,3.74,5.69,8.17,10.38,16.1,19.98,25.25,36.11
419,3.74,5.69,8.21,10.38,16.1,20.12,25.29,36.18
420,3.74,5.72,8.21,10.5,16.19,20.12,25.36,36.49
421,3.77,5.72,8.28,10.56,16.19,20.12,25.36,36.78
422,3.77,5.75,8.28,10.56,16.3,20.12,25.58,36.78
423,3.77,5.75,8.28,10.56,16.3,20.12,25.68,36.91
424,3.77,5.75,8.33,10.56,16.3,20.12,25.74,37.1
425,3.77,5.75,8.33,10.56,16.37,20.12,25.74,37.25
426,3.77,5.75,8.33,10.56,16.37,20.26,25.82,37.63
427,3.77,5.75,8.33,10.56,16.37,20.26,25.98,37.71
428,3.8,5.75,8.33,10.56,16.37,20.42,25.98,38.07
429,3.83,5.75,8.33,10.56,16.37,20.62,26.05,38.44
430,3.83,5.75,8.37,10.56,16.37,20.62,26.05,38.68
431,3.83,5.75,8.42,10.56,16.37,20.62,26.05,38.71
432,3.89,5.75,8.42,10.62,16.44,20.62,26.16,38.76
433,3.89,5.75,8.45,10.62,16.44,20.62,26.35,38.85
434,3.89,5.75,8.49,10.73,16.44,20.7,26.5,39.09
435,3.89,5.75,8.49,10.73,16.5,20.7,26.85,39.16
436,3.89,5.79,8.49,10.85,16.5,20.7,26.95,39.16
437,3.89,5.79,8.58,10.85,16.5,20.7,26.95,39.16
438,3.89,5.79,8.58,10.96,16.56,20.7,27.03,39.16
439,3.89,5.79,8.58,11.04,16.63,20.78,27.11,39.35
440,3.89,5.79,8.58,11.04,16.7,20.98,27.26,39.6
441,3.89,5.79,8.58,11.04,16.88,21.03,27.33,39.6
442,3.92,5.79,8.63,11.18,16.93,21.03,27.58,39.6
443,3.92,5.79,8.63,11.23,16.93,21.03,27.74,39.99
444,3.92,5.79,8.63,11.23,16.93,21.23,27.79,39.99
445,3.92,5.79,8.63,11.23,16.93,21.32,27.86,40.21
446,3.92,5.79,8.67,11.23,16.98,21.59,28.01,40.43
447,3.92,5.79,8.71,11.29,16.98,21.76,28.01,40.58
448,3.92,5.79,8.76,11.29,17.02,21.76,28.08,40.58
449,3.92,5.79,8.76,11.29,17.02,21.76,28.37,40.75
450,3.92,5.83,8.81,11.42,17.02,21.97,28.46,40.75
451,3.92,5.83,8.81,11.47,17.05,21.97,28.52,41.06
452,3.92,5.83,8.81,11.53,17.15,22.05,28.59,41.38
453,3.92,5.87,8.86,11.53,17.15,22.13,28.8,41.52
454,3.92,5.87,8.91,11.53,17.15,22.3,28.92,41.52
455,3.92,5.87,8.95,11.58,17.29,22.52,28.92,41.52
456,3.92,5.87,8.95,11.69,17.29,22.66,28.92,41.94
457,3.92,5.87,8.95,11.69,17.43,22.77,29.23,42.23
458,3.92,5.87,8.95,11.69,17.56,22.77,29.23,42.23
459,3.95,5.87,9.0,11.81,17.56,22.77,29.41,42.5
460,3.95,5.91,9.04,11.81,17.76,22.81,29.41,42.9
461,3.95,5.91,9.04,11.81,17.76,22.95,29.5,42.99
462,3.95,5.94,9.04,11.87,17.88,22.95,29.8,42.99
463,3.95,5.94,9.04,11.87,18.01,23.02,29.88,43.13
464,3.95,5.94,9.04,11.87,18.06,23.09,29.99,43.48
465,3.95,5.94,9.04,11.96,18.11,23.16,30.05,43.9
466,3.95,5.98,9.04,12.08,18.11,23.23,30.05,44.09
467,3.95,5.98,9.09,12.08,18.18,23.23,30.13,44.55
468,3.95,6.02,9.18,12.08,18.22,23.31,30.32,44.76
469,3.95,6.02,9.23,12.14,18.22,23.31,30.41,45.01
470,3.95,6.06,9.28,12.25,18.28,23.31,30.5,45.33
471,3.95,6.06,9.33,12.31,18.28,23.31,30.68,45.33
472,3.95,6.06,9.33,12.31,18.28,23.37,30.78,45.72
473,3.95,6.06,9.33,12.35,18.41,23.49,30.92,45.94
474,3.95,6.06,9.33,12.35,18.65,23.49,31.05,46.09
475,3.95,6.06,9.37,12.4,18.65,23.63,31.11,46.35
476,3.95,6.06,9.37,12.46,18.76,23.63,31.23,46.45
477,3.95,6.06,9.41,12.54,18.76,23.71,31.48,46.52
478,3.95,6.06,9.41,12.54,18.76,23.93,31.54,46.69
479,3.95,6.06,9.41,12.54,18.81,23.93,31.54,46.69
480,3.95,6.06,9.41,12.54,18.91,24.16,31.87,47.03
481,3.95,6.06,9.41,12.6,19.0,24.39,32.05,47.13
482,3.98,6.06,9.45,12.6,19.06,24.39,32.12,47.3
483,3.98,6.06,9.45,12.6,19.06,24.46,32.35,47.51
484,3.98,6.06,9.45,12.6,19.06,24.54,32.35,47.66
485,3.98,6.06,9.5,12.6,19.06,24.54,32.44,47.95
486,3.98,6.06,9.5,12.6,19.06,24.71,32.53,48.1
487,3.98,6.06,9.5,12.6,19.24,24.76,32.93,48.47
488,3.98,6.06,9.55,12.66,19.35,24.83,32.93,48.47
489,3.98,6.06,9.55,12.7,19.35,25.11,32.93,48.69
490,4.01,6.06,9.55,12.7,19.35,25.15,33.23,48.78
491,4.04,6.06,9.6,12.76,19.52,25.21,33.32,49.01
492,4.04,6.06,9.6,12.76,19.66,25.26,33.37,49.3
493,4.04,6.06,9.6,12.76,19.72,25.26,33.53,49.53
494,4.04,6.06,9.6,12.76,19.91,25.28,33.63,49.87
495,4.04,6.06,9.6,12.82,19.91,25.28,33.75,50.18
496,4.04,6.06,9.6,12.9,19.91,25.31,34.11,50.45
497,4.04,6.06,9.65,13.02,19.91,25.31,34.16,50.75
498,4.07,6.06,9.7,13.02,19.91,25.45,34.21,50.85
499,4.1,6.06,9.7,13.02,20.01,25.63,34.55,51.09
500,4.1,6.09,9.7,13.08,20.08,25.7,34.71,51.55
501,4.13,6.09,9.7,13.08,20.21,25.77,34.9,51.73
502,4.13,6.09,9.77,13.18,20.53,25.84,35.27,51.73
503,4.13,6.15,9.77,13.18,20.53,25.98,35.49,52.11
504,4.13,6.15,9.77,13.18,20.78,26.09,35.84,52.46
505,4.13,6.15,9.81,13.18,20.78,26.32,36.06,52.74
506,4.13,6.19,9.81,13.24,20.78,26.37,36.29,52.94
507,4.13,6.19,9.81,13.28,20.9,26.37,36.46,53.25
508,4.13,6.19,9.81,13.39,20.9,26.5,36.62,53.34
509,4.13,6.23,9.81,13.39,20.9,26.62,36.7,53.68
510,4.15,6.23,9.81,13.45,21.14,26.62,36.73,53.77
511,4.18,6.23,9.81,13.45,21.21,26.62,36.83,53.83
512,4.18,6.23,9.81,13.54,21.27,26.75,37.21,54.19
513,4.18,6.23,9.81,13.54,21.48,26.75,37.29,54.69
514,4.18,6.23,9.81,13.54,21.48,26.78,37.55,54.89
515,4.18,6.23,9.81,13.54,21.48,26.92,37.55,55.06
516,4.18,6.23,9.81,13.54,21.63,26.92,37.55,55.28
517,4.18,6.23,9.81,13.62,21.63,27.1,37.55,55.28
518,4.18,6.23,9.81,13.68,21.73,27.36,37.63,55.6
519,4.18,6.23,9.81,13.68,21.78,27.44,37.78,55.68
520,4.18,6.23,9.81,13.68,21.85,27.5,37.86,55.95
521,4.21,6.23,9.86,13.74,21.85,27.59,37.92,56.51
522,4.21,6.23,9.9,13.74,21.85,27.73,38.18,56.91
523,4.21,6.23,9.9,13.8,21.93,27.73,38.3,57.06
524,4.21,6.23,9.94,13.8,21.93,27.73,38.5,57.25
525,4.21,6.23,9.94,13.8,22.06,27.83,38.84,57.53
526,4.21,6.23,9.94,13.8,22.12,28.03,38.84,57.88
527,4.21,6.27,9.94,13.8,22.24,28.17,38.97,58.21
528,4.21,6.3,9.94,13.89,22.29,28.24,39.33,58.69
529,4.21,6.3,9.94,13.89,22.39,28.31,39.52,58.94
530,4.21,6.3,9.94,13.95,22.39,28.39,39.85,59.3
531,4.21,6.3,9.99,13.95,22.39,28.46,39.93,59.43
532,4.21,6.3,9.99,13.95,22.64,28.61,40.01,59.61
533,4.21,6.3,9.99,13.95,22.86,28.8,40.08,59.92
534,4.21,6.3,9.99,14.04,22.86,28.92,40.37,60.02
535,4.21,6.3,9.99,14.04,22.97,28.92,40.52,60.1
536,4.21,6.3,10.08,14.1,23.09,29.07,40.72,60.28
537,4.21,6.34,10.08,14.13,23.09,29.07,40.94,60.6
538,4.21,6.34,10.08,14.13,23.16,29.21,41.2,60.69
539,4.21,6.34,10.08,14.13,23.16,29.21,41.49,60.86
540,4.24,6.34,10.13,14.13,23.16,29.21,41.55,61.18
541,4.24,6.34,10.13,14.13,23.22,29.32,41.69,61.18
542,4.24,6.34,10.13,14.13,23.33,29.45,42.01,61.54
543,4.24,6.34,10.13,14.13,23.39,29.53,42.13,61.86
544,4.24,6.34,10.18,14.13,23.46,29.53,42.39,62.08
545,4.24,6.34,10.18,14.18,23.46,29.6,42.39,62.28
546,4.24,6.34,10.23,14.18,23.63,29.76,42.53,62.46
547,4.24,6.37,10.23,14.24,23.71,29.94,42.95,62.79
548,4.24,6.37,10.23,14.3,23.71,30.23,42.95,63.08
549,4.24,6.37,10.28,14.3,23.71,30.31,43.16,63.27
550,4.24,6.37,10.31,14.3,23.83,30.42,43.51,63.71
551,4.24,6.37,10.31,14.3,24.01,30.76,43.59,63.71
552,4.24,6.37,10.31,14.3,24.01,30.84,43.74,64.0
553,4.24,6.37,10.31,14.3,24.01,30.84,43.93,64.23
554,4.24,6.37,10.48,14.34,24.01,31.01,43.93,64.48
555,4.24,6.37,10.48,14.34,24.01,31.28,44.11,64.56
556,4.24,6.37,10.48,14.34,24.28,31.28,44.18,64.67
557,4.24,6.37,10.48,14.34,24.34,31.28,44.61,64.74
558,4.24,6.41,10.48,14.34,24.4,31.42,44.66,65.07
559,4.24,6.41,10.55,14.34,24.57,31.7,44.84,65.33
560,4.24,6.41,10.63,14.34,24.57,32.01,45.15,65.7
561,4.27,6.41,10.63,14.34,24.63,32.01,45.17,66.28
562,4.27,6.41,10.63,14.34,24.63,32.04,45.53,66.53
563,4.27,6.41,10.63,14.34,24.63,32.1,45.72,66.59
564,4.27,6.41,10.68,14.39,24.78,32.16,46.06,66.76
565,4.3,6.41,10.77,14.39,24.78,32.16,46.17,67.29
566,4.3,6.41,10.82,14.39,24.87,32.16,46.46,67.55
567,4.32,6.41,10.86,14.45,24.97,32.2,46.73,67.78
568,4.32,6.41,10.86,14.45,25.05,32.2,46.73,67.8
569,4.32,6.41,10.86,14.48,25.15,32.44,46.95,68.03
570,4.32,6.41,10.86,14.48,25.15,32.51,47.04,68.4
571,4.32,6.44,10.91,14.57,25.34,32.57,47.04,68.55
572,4.32,6.44,10.91,14.63,25.4,32.57,47.22,68.67
573,4.32,6.44,10.91,14.68,25.4,32.57,47.47,68.67
574,4.32,6.44,10.91,14.68,25.4,32.57,47.78,68.96
575,4.32,6.44,10.95,14.77,25.57,32.83,47.95,69.23
576,4.32,6.44,10.99,14.83,25.57,32.91,48.28,69.65
577,4.32,6.44,10.99,14.83,25.57,32.99,48.48,69.81
578,4.32,6.44,10.99,14.89,25.57,32.99,48.84,70.0
579,4.32,6.44,11.09,15.05,25.7,32.99,48.94,70.32
580,4.32,6.44,11.09,15.1,25.86,32.99,49.18,70.68
581,4.32,6.44,11.09,15.17,25.86,33.26,49.46,70.9
582,4.38,6.44,11.24,15.23,25.86,33.43,49.66,70.92
583,4.38,6.44,11.24,15.29,25.88,33.51,50.0,71.32
584,4.38,6.44,11.24,15.35,25.97,33.69,50.2,71.53
585,4.41,6.44,11.24,15.41,26.09,33.97,50.32,71.99
586,4.44,6.44,11.28,15.49,26.16,34.1,50.58,72.24
587,4.44,6.44,11.32,15.58,26.45,34.46,51.03,72.59
588,4.44,6.44,11.35,15.68,26.51,34.53,51.21,73.06
589,4.44,6.44,11.35,15.68,26.51,34.72,51.31,73.23
590,4.47,6.48,11.35,15.68,26.51,35.05,51.56,73.41
591,4.47,6.48,11.35,15.68,26.76,35.16,51.56,73.71
592,4.47,6.48,11.4,15.68,26.83,35.36,51.77,74.03
593,4.47,6.48,11.4,15.77,26.83,35.52,52.11,74.36
594,4.47,6.48,11.47,15.77,26.83,35.63,52.4,74.86
595,4.47,6.48,11.47,15.87,26.95,35.79,52.48,75.44
596,4.47,6.48,11.51,16.12,27.03,36.02,52.76,75.62
597,4.47,6.48,11.51,16.12,27.07,36.16,52.99,76.22
598,4.47,6.48,11.51,16.16,27.18,36.38,53.19,76.54
599,4.47,6.56,11.55,16.16,27.3,36.64,53.36,76.67
600,4.47,6.56,11.55,16.16,27.43,36.64,53.71,76.83
601,4.47,6.56,11.55,16.22,27.43,36.71,53.8,76.9
602,4.47,6.56,11.55,16.28,27.55,36.76,54.13,77.02
603,4.47,6.56,11.59,16.32,27.59,36.87,54.28,77.44
604,4.47,6.66,11.59,16.32,27.78,37.13,54.61,77.58
605,4.47,6.66,11.59,16.32,27.89,37.33,54.95,77.73
606,4.47,6.66,11.59,16.38,27.96,37.45,55.24,78.03
607,4.47,6.66,11.59,16.43,27.98,37.52,55.24,78.37
608,4.47,6.66,11.63,16.53,27.98,37.8,55.56,78.87
609,4.47,6.66,11.63,16.53,28.04,37.86,55.71,78.99
610,4.5,6.66,11.63,16.53,28.04,38.23,55.8,79.32
611,4.5,6.66,11.67,16.53,28.1,38.42,56.17,79.46
612,4.5,6.66,11.67,16.59,28.2,38.46,56.43,79.85
613,4.5,6.66,11.72,16.59,28.47,38.46,56.45,80.2
614,4.5,6.66,11.72,16.65,28.54,38.59,56.8,80.73
615,4.5,6.66,11.72,16.7,28.62,38.66,57.05,81.05
616,4.5,6.7,11.72,16.7,28.78,38.78,57.13,81.36
617,4.5,6.74,11.81,16.7,28.87,39.01,57.25,81.4
618,4.5,6.78,11.81,16.83,29.07,39.1,57.65,81.54
619,4.5,6.78,11.81,16.83,29.07,39.27,58.01,81.92
620,4.5,6.78,11.86,16.83,29.07,39.43,58.36,82.22
621,4.5,6.78,11.86,16.86,29.09,39.43,58.56,82.46
622,4.5,6.78,11.86,16.92,29.09,39.69,58.82,83.02
623,4.5,6.78,11.86,16.96,29.24,39.85,59.07,83.5
624,4.5,6.81,11.92,16.96,29.27,39.98,59.45,83.52
625,4.5,6.81,11.97,17.01,29.43,40.3,59.78,83.98
626,4.5,6.81,11.97,17.01,29.53,40.48,60.0,84.23
627,4.5,6.81,12.02,17.05,29.59,40.75,60.0,84.27
628,4.5,6.81,12.11,17.11,29.71,41.08,60.45,84.57
629,4.5,6.81,12.11,17.11,29.79,41.31,60.75,84.58
630,4.5,6.81,12.17,17.11,30.0,41.55,60.9,84.89
631,4.5,6.81,12.22,17.11,30.22,41.85,60.95,84.9
632,4.5,6.81,12.32,17.11,30.34,41.98,61.24,85.21
633,4.5,6.85,12.41,17.17,30.43,42.15,61.26,85.63
634,4.5,6.85,12.41,17.31,30.78,42.4,61.34,85.68
635,4.5,6.85,12.41,17.41,30.87,42.78,61.62,85.72
636,4.5,6.85,12.41,17.47,31.0,43.05,61.89,85.94
637,4.53,6.85,12.46,17.53,31.04,43.24,61.97,86.11
638,4.53,6.85,12.46,17.67,31.18,43.3,62.32,86.42
639,4.53,6.89,12.46,17.73,31.27,43.53,62.71,86.46
640,4.53,6.89,12.46,17.82,31.34,43.59,63.01,86.52
641,4.53,6.89,12.46,17.87,31.61,43.77,63.35,86.53
642,4.53,6.89,12.46,18.05,31.67,43.87,63.4,86.73
643,4.53,6.89,12.46,18.11,31.8,44.15,63.64,86.76
644,4.53,6.93,12.51,18.11,31.92,44.42,63.81,86.76
645,4.53,6.93,12.65,18.11,32.0,44.75,63.84,86.81
646,4.53,6.97,12.74,18.16,32.23,44.86,64.14,87.06
647,4.53,6.97,12.74,18.16,32.28,45.04,64.4,87.15
648,4.53,6.97,12.74,18.16,32.52,45.14,64.6,87.2
649,4.53,6.97,12.78,18.22,32.76,45.25,64.68,87.26
650,4.53,7.01,12.78,18.33,32.99,45.45,64.93,87.57
651,4.53,7.01,12.78,18.39,33.06,45.69,65.26,87.57
652,4.53,7.01,12.78,18.47,33.13,45.81,65.59,88.11
653,4.53,7.01,12.94,18.47,33.2,46.1,65.72,88.14
654,4.53,7.01,12.99,18.47,33.26,46.39,65.95,88.5
655,4.53,7.01,12.99,18.53,33.53,46.57,66.19,88.51
656,4.53,7.01,12.99,18.64,33.73,46.98,66.51,89.1
657,4.53,7.05,12.99,18.64,33.8,47.28,66.69,89.13
658,4.53,7.09,12.99,18.7,33.85,47.43,66.97,89.16
659,4.53,7.13,13.09,18.7,34.0,47.61,67.02,89.46
660,4.53,7.13,13.13,18.74,34.0,47.76,67.37,89.46
661,4.53,7.13,13.18,18.78,34.0,48.04,67.66,89.65
662,4.53,7.13,13.31,18.83,34.23,48.23,67.84,89.67
663,4.53,7.13,13.31,18.89,34.43,48.44,68.1,89.68
664,4.53,7.13,13.31,18.94,34.43,48.49,68.45,90.1
665,4.53,7.13,13.31,18.94,34.66,48.6,68.59,90.39
666,4.53,7.13,13.41,19.04,34.84,48.83,68.71,90.39
667,4.53,7.13,13.41,19.04,35.1,49.13,68.95,90.4
668,4.56,7.13,13.41,19.09,35.1,49.2,69.26,90.49
669,4.56,7.13,13.45,19.09,35.29,49.56,69.55,90.65
670,4.59,7.13,13.45,19.24,35.38,49.57,69.72,90.79
671,4.61,7.17,13.56,19.35,35.69,49.88,70.0,90.79
672,4.61,7.17,13.61,19.37,35.82,50.16,70.19,90.85
673,4.61,7.17,13.61,19.47,35.93,50.31,70.59,90.86
674,4.61,7.21,13.66,19.53,36.04,50.62,70.82,91.43
675,4.61,7.21,13.66,19.58,36.34,50.62,71.09,91.51
676,4.67,7.21,13.66,19.58,36.63,50.88,71.24,91.78
677,4.67,7.21,13.66,19.74,36.69,51.16,71.49,92.09
678,4.67,7.21,13.71,19.84,36.93,51.16,71.65,92.41
679,4.67,7.21,13.71,19.94,37.06,51.42,71.89,92.41
680,4.67,7.25,13.71,19.98,37.06,51.74,72.31,92.42
681,4.67,7.25,13.71,20.07,37.25,52.03,72.55,92.42
682,4.67,7.29,13.71,20.1,37.32,52.32,72.81,92.42
683,4.67,7.31,13.76,20.1,37.59,52.44,72.86,92.42
684,4.67,7.31,13.76,20.1,37.59,52.7,73.3,92.55
685,4.67,7.31,13.76,20.1,37.86,53.02,73.39,92.85
686,4.67,7.37,13.76,20.15,38.14,53.31,73.51,92.85
687,4.67,7.37,13.76,20.15,38.32,53.49,73.86,92.85
688,4.67,7.37,13.76,20.32,38.5,53.68,74.07,92.85
689,4.67,7.37,13.76,20.32,38.63,53.93,74.28,93.22
690,4.67,7.37,13.76,20.32,38.67,54.1,74.37,93.26
691,4.67,7.37,13.81,20.37,38.71,54.42,74.67,93.3
692,4.67,7.37,13.81,20.65,38.76,54.54,74.74,93.83
693,4.67,7.37,13.86,20.65,38.76,54.68,75.0,93.86
694,4.67,7.41,13.86,20.75,38.94,54.93,75.02,93.97
695,4.67,7.41,13.86,20.85,39.05,55.05,75.11,94.0
696,4.67,7.41,13.86,20.85,39.4,55.33,75.6,94.03
697,4.67,7.41,13.86,20.96,39.54,55.65,75.63,94.03
698,4.67,7.41,13.94,20.99,39.76,56.01,76.2,94.12
699,4.67,7.41,13.99,21.05,40.11,56.37,76.49,94.14
700,4.67,7.41,13.99,21.26,40.25,56.47,76.61,94.69
701,4.67,7.41,14.02,21.31,40.31,56.58,76.95,94.7
702,4.67,7.44,14.07,21.49,40.59,56.83,76.95,94.7
703,4.67,7.44,14.11,21.59,40.76,57.16,77.36,94.71
704,4.67,7.44,14.11,21.85,40.89,57.42,77.44,94.71
705,4.67,7.44,14.11,21.88,40.89,57.48,77.57,94.71
706,4.67,7.48,14.28,22.01,41.22,57.86,77.92,94.71
707,4.67,7.48,14.28,22.07,41.51,58.1,78.05,94.79
708,4.67,7.52,14.28,22.12,41.58,58.43,78.2,94.85
709,4.67,7.55,14.31,22.12,41.76,58.78,78.49,94.92
710,4.67,7.63,14.31,22.18,41.96,59.0,78.93,94.92
711,4.67,7.63,14.31,22.18,42.05,59.24,79.0,95.27
712,4.67,7.67,14.31,22.18,42.16,59.64,79.42,95.71
713,4.67,7.71,14.36,22.18,42.35,60.0,79.8,95.74
714,4.67,7.78,14.46,22.23,42.56,60.16,80.27,95.74
715,4.67,7.78,14.46,22.23,42.65,60.46,80.3,95.74
716,4.67,7.82,14.51,22.36,42.82,60.67,80.75,95.74
717,4.67,7.82,14.51,22.56,42.93,60.81,81.11,96.14
718,4.67,7.82,14.54,22.56,43.23,61.11,81.64,96.15
719,4.67,7.82,14.54,22.56,43.47,61.4,81.66,96.18
720,4.67,7.82,14.63,22.71,43.63,61.76,81.89,96.18
721,4.67,7.82,14.68,22.77,43.7,62.2,82.05,96.18
722,4.67,7.82,14.73,22.77,43.73,62.5,82.2,96.18
723,4.67,7.86,14.73,22.9,43.84,62.58,82.48,96.18
724,4.67,7.86,14.73,23.09,43.91,62.89,82.56,96.18
725,4.67,7.86,14.73,23.09,44.08,63.16,83.03,96.18
726,4.67,7.93,14.73,23.15,44.31,63.31,83.4,96.33
727,4.67,7.93,14.78,23.36,44.4,63.61,83.67,96.35
728,4.7,7.93,14.82,23.36,44.65,63.9,83.98,96.35
729,4.7,7.93,14.82,23.48,44.96,64.04,84.14,96.35
730,4.73,7.93,14.86,23.48,45.24,64.3,84.15,96.38
731,4.73,7.93,14.94,23.48,45.43,64.53,84.67,96.38
732,4.73,7.93,14.94,23.59,45.65,64.8,84.7,96.38
733,4.76,7.93,14.94,23.69,45.75,65.15,84.94,97.03
734,4.76,7.93,14.94,23.79,45.88,65.28,85.41,97.03
735,4.79,7.93,14.94,23.99,46.0,65.61,85.63,97.03
736,4.79,7.93,15.03,23.99,46.04,65.95,85.71,97.42
737,4.79,7.97,15.03,24.16,46.21,66.33,85.81,97.43
738,4.79,7.97,15.08,24.21,46.52,66.67,86.14,97.43
739,4.82,7.97,15.08,24.26,46.74,67.07,86.18,97.59
740,4.82,7.97,15.08,24.43,46.75,67.12,86.33,97.59
741,4.82,7.97,15.13,24.54,46.97,67.63,86.58,97.59
742,4.82,8.01,15.13,24.54,47.18,67.9,86.63,97.59
743,4.82,8.01,15.13,24.54,47.32,68.18,87.13,97.83
744,4.84,8.01,15.13,24.61,47.35,68.34,87.13,97.85
745,4.84,8.01,15.18,24.67,47.55,68.67,87.52,97.85
746,4.84,8.01,15.35,24.78,47.6,69.05,88.07,97.85
747,4.84,8.01,15.35,24.9,47.88,69.27,88.17,97.85
748,4.84,8.01,15.38,25.2,48.18,69.56,88.23,97.85
749,4.84,8.01,15.41,25.29,48.45,69.8,88.4,97.85
750,4.84,8.01,15.55,25.29,48.61,70.04,88.55,97.86
751,4.84,8.01,15.55,25.34,48.89,70.15,88.56,97.86
752,4.84,8.01,15.55,25.34,49.08,70.31,88.77,97.86
753,4.84,8.05,15.6,25.47,49.31,70.61,89.28,97.9
754,4.84,8.05,15.83,25.56,49.62,70.91,89.28,97.9
755,4.84,8.05,15.89,25.67,49.83,71.3,89.53,97.9
756,4.84,8.09,15.89,25.77,50.14,71.36,89.55,98.04
757,4.84,8.09,16.01,25.83,50.14,71.58,89.58,98.04
758,4.84,8.09,16.11,25.91,50.27,72.0,89.64,98.04
759,4.84,8.09,16.11,25.96,50.47,72.3,90.12,98.04
760,4.84,8.09,16.27,26.12,50.69,72.73,90.74,98.04
761,4.84,8.09,16.32,26.26,50.83,73.0,90.98,98.04
762,4.84,8.09,16.36,26.29,50.97,73.12,90.98,98.04
763,4.87,8.13,16.36,26.38,51.35,73.43,91.05,98.04
764,4.87,8.13,16.36,26.61,51.5,73.75,91.07,98.04
765,4.87,8.19,16.36,26.61,51.59,73.99,91.07,98.04
766,4.87,8.26,16.6,26.7,51.86,74.21,91.26,98.04
767,4.87,8.32,16.69,26.75,52.15,74.26,91.31,98.04
768,4.87,8.32,16.69,26.84,52.5,74.68,91.86,98.04
769,4.87,8.36,16.79,26.93,52.62,74.91,91.89,98.04
770,4.9,8.36,16.89,27.03,53.05,75.38,92.12,98.04
771,4.9,8.4,16.94,27.15,53.35,75.76,92.27,98.04
772,4.9,8.4,16.94,27.21,53.48,76.06,92.44,98.04
773,4.9,8.4,16.94,27.27,53.85,76.22,92.48,98.04
774,4.9,8.48,16.98,27.43,54.1,76.45,92.51,98.04
775,4.93,8.48,17.03,27.56,54.39,76.45,92.76,98.1
776,4.93,8.52,17.03,27.61,54.68,76.56,92.79,98.1
777,4.93,8.59,17.03,27.73,54.98,76.57,93.2,98.1
778,4.93,8.63,17.11,27.83,55.28,76.71,93.21,98.1
779,4.97,8.63,17.14,27.86,55.6,76.85,93.24,98.13
780,4.97,8.63,17.24,28.02,55.9,77.15,93.25,98.13
781,4.97,8.63,17.24,28.02,55.97,77.17,93.27,98.13
782,4.97,8.63,17.28,28.27,56.1,77.51,93.27,98.13
783,4.97,8.63,17.33,28.27,56.37,77.65,93.27,98.13
784,5.0,8.71,17.37,28.32,56.58,77.65,93.29,98.13
785,5.0,8.71,17.37,28.59,56.75,77.85,93.32,98.13
786,5.0,8.71,17.41,28.74,56.94,78.05,93.32,98.13
787,5.03,8.71,17.46,28.79,57.13,78.1,93.59,98.13
788,5.03,8.71,17.54,28.84,57.54,78.4,93.59,98.16
789,5.03,8.71,17.59,28.94,57.65,78.44,93.65,98.19
790,5.03,8.71,17.65,29.04,57.9,78.78,93.79,98.19
791,5.03,8.71,17.65,29.1,58.16,79.06,93.79,98.19
792,5.03,8.71,17.65,29.28,58.25,79.11,94.31,98.19
793,5.03,8.71,17.75,29.36,58.47,79.23,94.82,98.19
794,5.03,8.74,17.9,29.62,58.73,79.54,95.13,98.19
795,5.03,8.74,17.9,29.86,59.01,79.67,95.13,98.19
796,5.03,8.74,17.9,30.03,59.34,79.88,95.18,98.19
797,5.03,8.74,17.9,30.03,59.45,80.18,95.43,98.19
798,5.03,8.77,17.94,30.16,59.74,80.54,95.48,98.19
799,5.03,8.77,17.94,30.28,60.04,80.85,95.5,98.19
800,5.03,8.77,18.09,30.34,60.24,81.06,95.5,98.19
801,5.03,8.81,18.22,30.4,60.44,81.11,95.87,98.19
802,5.03,8.81,18.31,30.4,60.65,81.32,96.0,98.19
803,5.03,8.81,18.44,30.61,60.98,81.45,96.0,98.19
804,5.03,8.81,18.58,30.7,61.26,81.59,96.0,98.76
805,5.03,8.81,18.72,30.88,61.53,81.83,96.0,98.76
806,5.03,8.81,18.76,30.99,61.93,82.15,96.0,98.76
807,5.03,8.85,18.76,31.07,62.07,82.25,96.11,98.76
808,5.03,8.85,18.85,31.07,62.42,82.6,96.11,98.76
809,5.06,8.89,18.9,31.31,62.77,82.66,96.13,98.76
810,5.09,8.89,18.9,31.42,63.03,82.98,96.13,98.76
811,5.09,8.89,18.92,31.6,63.35,82.98,96.2,98.76
812,5.09,8.89,18.92,31.77,63.45,82.99,96.31,98.76
813,5.12,8.89,19.15,31.82,63.85,83.25,96.35,98.76
814,5.12,8.89,19.19,31.82,64.1,83.49,96.48,98.92
